WE(1).Potential (V)	Corrected time (s)
0.124969482421875	0
0.1240234375	0.249999999368811
0.124908447265625	0.499999998737621
0.123931884765625	0.749999998106432
0.124847412109375	0.999999997475243
0.124114990234375	1.24999999684405
0.124755859375	1.49999999621286
0.124237060546875	1.74999999558167
0.12469482421875	1.99999999495049
0.12420654296875	2.2499999943193
0.124603271484375	2.49999999368811
0.12451171875	2.74999999305692
0.124481201171875	2.99999999242573
0.12469482421875	3.24999999179454
0.124359130859375	3.49999999116335
0.12481689453125	3.74999999053216
0.124237060546875	3.99999998990097
0.1248779296875	4.24999998926978
0.1241455078125	4.49999998863859
0.124969482421875	4.7499999880074
0.124053955078125	4.99999998737621
0.1248779296875	5.24999998674502
0.12408447265625	5.49999998611383
0.12506103515625	5.74999998548265
0.124176025390625	5.99999998485146
0.125	6.24999998422027
0.124267578125	6.49999998358908
0.12481689453125	6.74999998295789
0.12432861328125	6.9999999823267
0.12481689453125	7.24999998169551
0.12445068359375	7.49999998106432
0.124755859375	7.74999998043313
0.124603271484375	7.99999997980194
0.1246337890625	8.24999997917075
0.124725341796875	8.49999997853956
0.12451171875	8.74999997790837
0.124847412109375	8.99999997727718
0.124359130859375	9.249999976646
0.12493896484375	9.49999997601481
0.124267578125	9.74999997538362
0.12506103515625	9.9999999747524
0.12420654296875	10.2499999741212
0.125152587890625	10.49999997349
0.12420654296875	10.7499999728589
0.1251220703125	10.9999999722277
0.124267578125	11.2499999715965
0.12506103515625	11.4999999709653
0.124298095703125	11.7499999703341
0.125	11.9999999697029
0.1243896484375	12.2499999690717
0.12493896484375	12.4999999684405
0.12451171875	12.7499999678093
0.124786376953125	12.9999999671782
0.124603271484375	13.249999966547
0.124664306640625	13.4999999659158
0.124755859375	13.7499999652846
0.12451171875	13.9999999646534
0.1248779296875	14.2499999640222
0.124420166015625	14.499999963391
0.125030517578125	14.7499999627598
0.124359130859375	14.9999999621286
0.125152587890625	15.2499999614975
0.124267578125	15.4999999608663
0.1251220703125	15.7499999602351
0.124267578125	15.9999999596039
0.12518310546875	16.2499999589727
0.124267578125	16.4999999583415
0.1251220703125	16.7499999577103
0.12432861328125	16.9999999570791
0.125091552734375	17.2499999564479
0.124420166015625	17.4999999558167
0.124908447265625	17.7499999551856
0.124481201171875	17.9999999545544
0.124908447265625	18.2499999539232
0.124603271484375	18.499999953292
0.124786376953125	18.7499999526608
0.12469482421875	18.9999999520296
0.124664306640625	19.2499999513984
0.124847412109375	19.4999999507672
0.12457275390625	19.749999950136
0.125	19.9999999495049
0.12445068359375	20.2499999488737
0.125030517578125	20.4999999482425
0.1243896484375	20.7499999476113
0.1251220703125	20.9999999469801
0.12432861328125	21.2499999463489
0.125152587890625	21.4999999457177
0.12432861328125	21.7499999450865
0.125091552734375	21.9999999444553
0.124298095703125	22.2499999438242
0.125152587890625	22.499999943193
0.124359130859375	22.7499999425618
0.1251220703125	22.9999999419306
0.124359130859375	23.2499999412994
0.12506103515625	23.4999999406682
0.124420166015625	23.749999940037
0.12506103515625	23.9999999394058
0.124542236328125	24.2499999387746
0.125	24.4999999381434
0.1246337890625	24.7499999375123
0.12493896484375	24.9999999368811
0.12469482421875	25.2499999362499
0.124908447265625	25.4999999356187
0.124755859375	25.7499999349875
0.124847412109375	25.9999999343563
0.1248779296875	26.2499999337251
0.124786376953125	26.4999999330939
0.124969482421875	26.7499999324627
0.12469482421875	26.9999999318316
0.125	27.2499999312004
0.124603271484375	27.4999999305692
0.125152587890625	27.749999929938
0.12451171875	27.9999999293068
0.125152587890625	28.2499999286756
0.124481201171875	28.4999999280444
0.12518310546875	28.7499999274132
0.12445068359375	28.999999926782
0.125213623046875	29.2499999261508
0.12445068359375	29.4999999255197
0.125244140625	29.7499999248885
0.124420166015625	29.9999999242573
0.125274658203125	30.2499999236261
0.124420166015625	30.4999999229949
0.125244140625	30.7499999223637
0.124481201171875	30.9999999217325
0.12518310546875	31.2499999211013
0.12457275390625	31.4999999204701
0.1251220703125	31.749999919839
0.124664306640625	31.9999999192078
0.12506103515625	32.2499999185766
0.124755859375	32.4999999179454
0.125	32.7499999173142
0.124847412109375	32.999999916683
0.124969482421875	33.2499999160518
0.124908447265625	33.4999999154206
0.12481689453125	33.7499999147894
0.12506103515625	33.9999999141583
0.124755859375	34.2499999135271
0.12518310546875	34.4999999128959
0.124664306640625	34.7499999122647
0.125274658203125	34.9999999116335
0.12457275390625	35.2499999110023
0.1253662109375	35.4999999103711
0.124542236328125	35.7499999097399
0.12542724609375	35.9999999091087
0.12451171875	36.2499999084775
0.12542724609375	36.4999999078464
0.124542236328125	36.7499999072152
0.12542724609375	36.999999906584
0.12457275390625	37.2499999059528
0.125335693359375	37.4999999053216
0.124786376953125	37.7499999046904
0.125244140625	37.9999999040592
0.124847412109375	38.249999903428
0.125152587890625	38.4999999027968
0.12493896484375	38.7499999021657
0.12506103515625	38.9999999015345
0.12506103515625	39.2499999009033
0.1248779296875	39.4999999002721
0.125213623046875	39.7499998996409
0.124786376953125	39.9999998990097
0.125335693359375	40.2499998983785
0.124664306640625	40.4999998977473
0.12542724609375	40.7499998971161
0.1246337890625	40.999999896485
0.12548828125	41.2499998958538
0.1246337890625	41.4999998952226
0.12554931640625	41.7499998945914
0.1246337890625	41.9999998939602
0.12548828125	42.249999893329
0.12469482421875	42.4999998926978
0.125457763671875	42.7499998920666
0.124664306640625	42.9999998914354
0.125396728515625	43.2499998908042
0.1248779296875	43.4999998901731
0.125274658203125	43.7499998895419
0.12493896484375	43.9999998889107
0.125244140625	44.2499998882795
0.125	44.4999998876483
0.125152587890625	44.7499998870171
0.125091552734375	44.9999998863859
0.12506103515625	45.2499998857547
0.125274658203125	45.4999998851235
0.124908447265625	45.7499998844924
0.125335693359375	45.9999998838612
0.1248779296875	46.24999988323
0.125518798828125	46.4999998825988
0.124786376953125	46.7499998819676
0.125518798828125	46.9999998813364
0.124755859375	47.2499998807052
0.125518798828125	47.499999880074
0.124755859375	47.7499998794428
0.12554931640625	47.9999998788117
0.124725341796875	48.2499998781805
0.12554931640625	48.4999998775493
0.124725341796875	48.7499998769181
0.12554931640625	48.9999998762869
0.124786376953125	49.2499998756557
0.125518798828125	49.4999998750245
0.124847412109375	49.7499998743933
0.12548828125	49.9999998737621
0.124908447265625	50.2499998731309
0.125396728515625	50.4999998724998
0.12493896484375	50.7499998718686
0.125335693359375	50.9999998712374
0.125030517578125	51.2499998706062
0.12530517578125	51.499999869975
0.125091552734375	51.7499998693438
0.125274658203125	51.9999998687126
0.1251220703125	52.2499998680814
0.125213623046875	52.4999998674502
0.125152587890625	52.7499998668191
0.125152587890625	52.9999998661879
0.125244140625	53.2499998655567
0.1251220703125	53.4999998649255
0.125335693359375	53.7499998642943
0.12506103515625	53.9999998636631
0.1253662109375	54.2499998630319
0.124969482421875	54.4999998624007
0.12542724609375	54.7499998617695
0.12493896484375	54.9999998611383
0.12548828125	55.2499998605072
0.12481689453125	55.499999859876
0.12554931640625	55.7499998592448
0.12481689453125	55.9999998586136
0.125518798828125	56.2499998579824
